respondent_id,h1n1_vaccine,seasonal_vaccine
46998,0.12,0.17
46999,0.05,0.76
47000,0.32,0.74
47001,0.15,0.285
47002,0.09,0.68
47003,0.0,0.05
47004,0.07,0.4
47005,0.03,0.27
47006,0.01,0.04
47007,0.07,0.07
47008,0.23666666666666664,0.25
47009,0.06,0.83
47010,0.16333333333333336,0.5691666666666667
47011,0.1,0.8
47012,0.07,0.52
47013,0.26,0.48
47014,0.5266666666666666,0.52
47015,0.37,0.603
47016,0.58,0.93
47017,0.11,0.52
47018,0.5,0.9
47019,0.09,0.91
47020,0.13,0.3125
47021,0.25,0.1
47022,0.1,0.75
47023,0.1,0.04
47024,0.11,0.25
47025,0.46,0.75
47026,0.2,0.74
47027,0.04,0.32
47028,0.29,0.19
47029,0.8,0.89
47030,0.1,0.77
47031,0.15,0.95
47032,0.09,0.93
47033,0.05,0.07
47034,0.19,0.128
47035,0.21,0.45
47036,0.09,0.05
47037,0.38,0.82
47038,0.0,0.09444444444444444
47039,0.0,0.2
47040,0.31,0.83
47041,0.32,0.79
47042,0.02,0.07
47043,0.67,0.6125
47044,0.02,0.05
47045,0.115,0.33
47046,0.03,0.08
47047,0.03,0.9
47048,0.23,0.86
47049,0.105,0.435
47050,0.14666666666666667,0.44
47051,0.3,0.095
47052,0.57,0.92
47053,0.05,0.61
47054,0.01,0.12913095238095237
47055,0.37,0.81
47056,0.12900000000000003,0.11
47057,0.85,0.61
47058,0.34,0.47
47059,0.04,0.03
47060,0.66,0.81
47061,0.19,0.41
47062,0.285,0.76
47063,0.17,0.39
47064,0.26,0.31
47065,0.1,0.27
47066,0.64,0.53
47067,0.0,0.02
47068,0.44,0.99
47069,0.29,0.24333333333333335
47070,0.27,0.42
47071,0.78,0.87
47072,0.08,0.15649999999999997
47073,0.26,0.2
47074,0.77,0.87
47075,0.7808333333333334,0.69
47076,0.21,0.24
47077,0.2,0.24
47078,0.5466666666666666,0.32
47079,0.01,0.02
47080,0.18,0.5966666666666667
47081,0.01,0.0
47082,0.77,0.81
47083,0.02,0.37933333333333336
47084,0.13,0.23
47085,0.79,0.895
47086,0.8,0.805
47087,0.06,0.65
47088,0.15,0.6
47089,0.21,0.37
47090,0.15,0.53
47091,0.225,0.29
47092,0.4109444444444444,0.15280025530025526
47093,0.15,0.34
47094,0.46,0.82
47095,0.63,0.79
47096,0.29,0.4766666666666666
47097,0.18,0.05
47098,0.4,0.24
47099,0.03,0.13333333333333333
47100,0.22,0.8
47101,0.04,0.93
47102,0.04,0.12
47103,0.2946666666666667,0.25
47104,0.0,0.01
47105,0.0,0.05
47106,0.0575,0.15
47107,0.31,0.69
47108,0.1,0.13
47109,0.18,0.29
47110,0.32,0.66
47111,0.13,0.63
47112,0.08261904761904763,0.23
47113,0.22,0.56
47114,0.1,0.12
47115,0.05,0.43
47116,0.07,0.06
47117,0.16,0.9
47118,0.12,0.75
47119,0.06,0.16
47120,0.02,0.1
47121,0.53,0.85
47122,0.08,0.87
47123,0.08,0.25
47124,0.13,0.38
47125,0.63,0.64
47126,0.14,0.31
47127,0.01,0.21
47128,0.37,0.98
47129,0.015,0.02
47130,0.11,0.14
47131,0.045,0.23
47132,0.44,0.94
47133,0.05,0.18
47134,0.05,0.87
47135,0.38,0.59
47136,0.27,0.69
47137,0.016666666666666666,0.98
47138,0.64,0.76
47139,0.13833333333333334,0.78
47140,0.05,0.31
47141,0.06,0.98
47142,0.17,0.82
47143,0.11,0.17
47144,0.0,0.22
47145,0.13,0.24
47146,0.13,0.14
47147,0.0,0.66
47148,0.13,0.15
47149,0.21,0.46
47150,0.9533333333333335,0.86
47151,0.25,0.56
47152,0.11,0.36
47153,0.1,0.27
47154,0.38,0.09
47155,0.14666666666666667,0.6946666666666667
47156,0.63,0.82
47157,0.07,0.5
47158,0.22,0.23
47159,0.84,0.86
47160,0.10333333333333333,0.24
47161,0.08,0.41
47162,0.545,0.72
47163,0.1,0.18
47164,0.05,0.98
47165,0.02,0.1
47166,0.3,0.489
47167,0.53,0.32
47168,0.11,0.38
47169,0.115,0.0575
47170,0.24,0.21
47171,0.39,0.47
47172,0.14,0.87
47173,0.41,0.19166666666666668
47174,0.02,0.14833333333333332
47175,0.01,0.03
47176,0.17,0.28
47177,0.04,0.1
47178,0.36,0.685
47179,0.06,0.75
47180,0.46,0.58
47181,0.1325,0.04
47182,0.02,0.29
47183,0.01,0.13
47184,0.34,0.53
47185,0.7069999999999999,0.86
47186,0.3,0.95
47187,0.09,0.05
47188,0.11,0.52
47189,0.08,0.19
47190,0.03,0.9075
47191,0.05,0.99
47192,0.12,0.4
47193,0.08,0.2
47194,0.6,0.6
47195,0.36,0.58
47196,0.43,0.71
47197,0.0,0.01
47198,0.51,0.84
47199,0.38,0.6005
47200,0.13,0.03
47201,0.08,0.9266666666666667
47202,0.41,0.62
47203,0.28,0.49
47204,0.6,0.19
47205,0.06,0.06
47206,0.18,0.38
47207,0.82,0.97
47208,0.17,0.42
47209,0.73,0.69
47210,0.19,0.32
47211,0.2,0.69
47212,0.3325,0.71
47213,0.01,0.23
47214,0.025,0.7425
47215,0.63,0.75
47216,0.06,0.43
47217,0.81,0.9
47218,0.03,0.61
47219,0.01,0.08
47220,0.08,0.15
47221,0.21,0.76
47222,0.77,0.81
47223,0.69,0.83
47224,0.11,0.3
47225,0.17,0.785
47226,0.03,0.08
47227,0.02,0.17
47228,0.045,0.73
47229,0.55,0.475
47230,0.81,0.9566666666666666
47231,0.8,0.39
47232,0.5,0.12
47233,0.34,0.67
47234,0.06,0.07
47235,0.03,0.07
47236,0.29,0.61
47237,0.25,0.38
47238,0.36,0.21
47239,0.6,0.87
47240,0.43,0.33
47241,0.51,0.49
47242,0.53,0.78
47243,0.154,0.16
47244,0.45,0.43
47245,0.31,0.2875
47246,0.115,0.35
47247,0.0,0.01
47248,0.11,0.03
47249,0.09,0.32
47250,0.15333333333333332,0.2836666666666667
47251,0.37,0.64
47252,0.6,0.77
47253,0.06,0.5920000000000001
47254,0.28,0.25
47255,0.83,0.75
47256,0.04,0.59
47257,0.07,0.4825
47258,0.19,0.96
47259,0.0,0.03
47260,0.45,0.29
47261,0.05,0.0
47262,0.21,0.024166666666666666
47263,0.045,0.46
47264,0.05,0.624
47265,0.02,0.48
47266,0.11,0.71
47267,0.01,0.01
47268,0.05,0.04
47269,0.17,0.47
47270,0.01,0.17
47271,0.1,0.11
47272,0.07,0.66
47273,0.2,0.97
47274,0.03,0.84
47275,0.2,0.14
47276,0.63,0.71
47277,0.5516666666666666,0.49
47278,0.0,0.02
47279,0.52,0.9
47280,0.01,0.03
47281,0.49,0.51
47282,0.06,0.56
47283,0.05,0.03
47284,0.0,0.0
47285,0.1925,0.33
47286,0.06,0.55
47287,0.09,0.22
47288,0.75,0.92
47289,0.9,0.88
47290,0.55,0.86
47291,0.09,0.39
47292,0.5,0.87
47293,0.49,0.54
47294,0.12,0.33
47295,0.07,0.21
47296,0.08,0.89
47297,0.16,0.1
47298,0.19,1.0
47299,0.07,0.62
47300,0.25,0.08
47301,0.18,0.92
47302,0.18,0.43
47303,0.07,0.46
47304,0.41666666666666663,0.87
47305,0.08,0.2
47306,0.20916666666666664,0.14
47307,0.3875,0.42
47308,0.02,0.2
47309,0.18,0.26
47310,0.18,0.4
47311,0.03,0.12
47312,1.0,0.91
47313,0.01,0.23
47314,0.11,0.78
47315,0.38,0.25
47316,0.13,0.13
47317,0.06,0.16
47318,0.04,0.09
47319,0.46,0.89
47320,0.01,0.98
47321,0.1,0.34
47322,0.16,0.5
47323,0.03,0.195
47324,0.08,0.14
47325,0.0,0.06
47326,0.56,0.78
47327,0.02,0.04
47328,0.01,0.99
47329,0.05,0.68
47330,0.5,0.4475
47331,0.22,0.15
47332,0.14,0.8
47333,0.07,0.52
47334,0.04,0.02
47335,0.12,0.8
47336,0.59,0.58
47337,0.06,0.24
47338,0.73,0.79
47339,0.05,0.14
47340,0.46,0.79
47341,0.28,0.68
47342,0.7473333333333333,0.9
47343,0.07,0.2383333333333333
47344,0.07333333333333333,0.27
47345,0.01,0.4
47346,0.3066666666666667,0.76
47347,0.14666666666666667,0.67
47348,0.07,0.26
47349,0.08,0.06
47350,0.08,0.775
47351,0.17,0.05
47352,0.03,0.13
47353,0.13,0.5
47354,0.88,0.91
47355,0.27,0.99
47356,0.71,0.81
47357,0.085,0.17
47358,0.49,0.73
47359,0.17,0.58
47360,0.12,0.75
47361,0.11,0.12666666666666665
47362,0.1,0.11
47363,0.14,0.62
47364,0.655,0.76
47365,0.11,0.86
47366,0.03,0.0645
47367,0.72,0.68
47368,0.42,0.655
47369,0.05,0.35
47370,0.17,0.82
47371,0.15,0.1
47372,0.61,0.3975
47373,0.42,0.77
47374,0.07,0.13
47375,0.04,0.81
47376,0.07,0.29
47377,0.15,0.22
47378,0.48,0.94
47379,0.1,0.215
47380,0.10333333333333333,0.21
47381,0.07,0.3066666666666667
47382,0.05,0.23
47383,0.73,0.62
47384,0.09,0.19
47385,0.03,0.52
47386,0.47,0.62
47387,0.09,0.91
47388,0.2,0.3
47389,0.1,0.785
47390,0.02,0.02
47391,0.66,0.86
47392,0.03,0.375
47393,0.08,0.45
47394,0.14,0.18666666666666665
47395,0.51,0.76
47396,0.6,0.4
47397,0.39,0.56
47398,0.38299999999999995,0.8
47399,0.5925,0.905
47400,0.15,0.37
47401,0.07,0.04
47402,0.0,0.74
47403,0.04,0.34
47404,0.04,0.02
47405,0.03,0.18
47406,0.24243595731753625,0.17083333333333336
47407,0.29,0.65
47408,0.13,0.3505
47409,0.65,0.73
47410,0.09,0.79
47411,0.19,0.72
47412,0.06,0.98
47413,0.02,0.25
47414,0.13,0.52
47415,0.3366666666666667,0.7
47416,0.04,0.66
47417,0.1,0.37833333333333335
47418,0.0,0.07
47419,0.59,0.98
47420,0.02,0.16
47421,0.03,0.25
47422,0.08,0.18666666666666665
47423,0.77,0.38
47424,0.61,0.88
47425,0.17,0.35
47426,0.1,0.075
47427,0.51,0.6
47428,0.89,0.84
47429,0.05,0.12
47430,0.02,0.09
47431,0.07,0.17
47432,0.04,0.175
47433,0.6,0.77
47434,0.06,0.4682222222222222
47435,0.08,0.36
47436,0.02,0.4675
47437,0.47,0.7025
47438,0.29333333333333333,0.26
47439,0.07,0.99
47440,0.33,0.03
47441,0.11,0.30933333333333335
47442,0.07,0.94
47443,0.44,0.9
47444,0.0,0.1525
47445,0.06,0.125
47446,0.04,0.4
47447,0.0,0.22
47448,0.05,0.19
47449,0.13,0.66
47450,0.08,0.96
47451,0.18,0.72
47452,0.06,0.455
47453,0.875,0.9471666666666667
47454,0.22,0.85
47455,0.06,0.56
47456,0.16,0.82
47457,0.41,0.39
47458,0.08,0.28
47459,0.71,0.64
47460,0.09,0.45833333333333337
47461,0.58,0.84
47462,0.17,0.25
47463,0.02,0.27
47464,0.06,0.22
47465,0.42,0.69
47466,0.205,0.16
47467,0.71,0.41
47468,0.53,0.76
47469,0.1,0.81
47470,0.45,0.62
47471,0.72,0.63
47472,0.1625,0.61
47473,0.0,0.11
47474,0.26,0.58
47475,0.08,0.07
47476,0.54,0.49
47477,0.45,0.72
47478,0.04,0.93
47479,0.15,0.4
47480,0.18333333333333332,0.175
47481,0.01,0.04
47482,0.18,0.6966666666666665
47483,0.9,0.83
47484,0.03,0.44
47485,0.25575,0.2875714285714286
47486,0.13,0.52
47487,0.63,0.9
47488,0.26,0.4
47489,0.08,0.49
47490,0.03,0.1
47491,0.1,0.57
47492,0.58,0.89
47493,0.11,0.22
47494,0.14,0.81
47495,0.07,0.1
47496,0.05,0.1
47497,0.09,0.89
47498,0.12,0.13
47499,0.89,0.83
47500,0.08,0.31
47501,0.5266666666666667,0.31
47502,0.01,0.13
47503,0.11,0.55
47504,0.23,0.7
47505,0.05,0.34333333333333327
47506,0.07,0.15
47507,0.06,0.04
47508,0.11,0.73
47509,0.08,0.07
47510,0.28,0.4008333333333334
47511,0.39,0.49
47512,0.42,0.67
47513,0.02,0.1
47514,0.03,0.066
47515,0.13,0.3
47516,0.67,0.56
47517,0.09,0.13
47518,0.14,0.29
47519,0.6883333333333332,0.7716666666666667
47520,0.38,0.82
47521,0.06,0.32
47522,0.46,0.5296666666666667
47523,0.54,0.41
47524,0.54,0.64
47525,0.17,0.12
47526,0.06,0.28
47527,0.39,0.48
47528,0.12,0.86
47529,0.13333333333333333,0.22
47530,0.07,0.45
47531,0.24,0.65
47532,0.06,0.1
47533,0.16,0.76
47534,0.06,0.75
47535,0.38,0.76
47536,0.5365,0.31
47537,0.1,0.3
47538,0.6,0.41
47539,0.97,1.0
47540,0.04,0.48400000000000004
47541,0.04,0.08
47542,0.85,0.89
47543,0.02,0.1
47544,0.045,0.26
47545,0.47,0.88
47546,0.06,0.82
47547,0.35,0.6925
47548,0.03,0.15
47549,0.01,0.06
47550,0.03,0.11
47551,0.36,0.96
47552,0.05,0.45
47553,0.13,0.16
47554,0.62,0.39
47555,0.2,0.3
47556,0.01,0.34
47557,0.07,0.95
47558,0.68,0.29
47559,0.91,0.94
47560,0.34,0.61
47561,0.21,0.65
47562,0.17,0.25
47563,0.11,0.13
47564,0.12,0.12
47565,0.56,0.436
47566,0.74,0.59
47567,0.12,0.57
47568,0.14,0.27
47569,0.33,0.12
47570,0.01,0.04
47571,0.48,0.74
47572,0.77,0.54
47573,0.42,0.69
47574,0.31,0.5
47575,0.13,0.69
47576,0.12,0.1
47577,0.12,0.87
47578,0.01,0.13
47579,0.17,0.74
47580,0.04,0.22
47581,0.17,0.13666666666666666
47582,0.42,0.54
47583,0.13533333333333333,0.0067619047619047615
47584,0.49,0.59
47585,0.22,0.88
47586,0.38,0.44
47587,0.64,1.0
47588,0.04,0.44
47589,0.67,0.8
47590,0.14,0.51
47591,0.17,0.11
47592,0.0,0.07
47593,0.1,0.05
47594,0.05,0.47
47595,0.13,0.12616666666666665
47596,0.47,0.79
47597,0.21,0.14
47598,0.1,0.76
47599,0.23,0.07
47600,0.01,0.4828333333333334
47601,0.2,0.41
47602,0.16,0.19
47603,0.1,0.3
47604,0.025,0.84
47605,0.08,0.05
47606,0.27,0.385
47607,0.0,0.03
47608,0.575,0.61
47609,0.22,0.485
47610,0.19,0.33
47611,0.14,0.82
47612,0.12,0.10800000000000001
47613,0.82,0.62
47614,0.24,0.39
47615,0.57,0.98
47616,0.04,0.83
47617,0.33,0.84
47618,0.12,0.89
47619,0.06,0.5
47620,0.15,0.28
47621,0.28,0.47
47622,0.33,0.16
47623,0.07,0.9066666666666667
47624,0.0175,0.21583333333333332
47625,0.02,0.06
47626,0.14,0.14
47627,0.83,0.7
47628,0.44,0.31
47629,0.11,0.82
47630,0.01,0.05
47631,0.04,0.1
47632,0.86,0.92
47633,0.06,0.16
47634,0.0975,0.79
47635,0.04,0.08
47636,0.41,0.85
47637,0.18,0.64
47638,0.17,0.13
47639,0.11699999999999999,0.22
47640,0.245,0.6
47641,0.32,0.25
47642,0.05,0.46
47643,0.06,0.3
47644,0.24,0.43
47645,0.2,0.56
47646,0.59,0.91
47647,0.31,0.5
47648,0.055,0.61
47649,0.12,0.31
47650,0.7,1.0
47651,0.02,0.01
47652,0.08,0.41
47653,0.6579999999999999,0.805
47654,0.1,0.2
47655,0.045,0.304
47656,0.24350000000000002,0.64
47657,0.28,0.54
47658,0.69,0.95
47659,0.12,0.89
47660,0.4675,0.4366666666666667
47661,0.55,0.58
47662,0.0,0.02
47663,0.08,0.98
47664,0.09,0.26
47665,0.07,0.1
47666,0.87,0.63
47667,0.06,0.4
47668,0.65,0.89
47669,0.13333333333333333,0.61
47670,0.42,0.77
47671,0.2,0.55
47672,0.11,0.23
47673,0.23,0.38
47674,0.24,0.77
47675,0.14,0.61
47676,0.45,0.71
47677,0.2,0.58
47678,0.16,0.43
47679,0.46,0.4975
47680,0.3,0.615
47681,0.09,0.74
47682,0.775,0.93
47683,0.0,0.04
47684,0.39,0.53
47685,0.14,0.82
47686,0.11,0.04
47687,0.67,0.6275
47688,0.89,0.92
47689,0.11,0.03
47690,0.0,0.58
47691,0.11,0.29
47692,0.13,0.9333333333333335
47693,0.25,0.79
47694,0.23,0.14
47695,0.05,0.82
47696,0.02,0.24333333333333332
47697,0.01,0.08
47698,0.03,0.08
47699,0.742,0.74
47700,0.12,0.1
47701,0.16,0.65
47702,0.1,0.14
47703,0.1,0.17
47704,0.09,0.12
47705,0.03,0.93
47706,0.87,0.66
47707,0.1,0.17
47708,0.1,0.38
47709,0.43,0.85
47710,0.085,0.49
47711,0.1,0.19
47712,0.25,0.73
47713,0.24,0.62
47714,0.3516666666666666,0.56
47715,0.05,0.98
47716,0.18,0.53
47717,0.12,0.85
47718,0.3266666666666667,0.69
47719,0.11,0.49
47720,0.07,0.94
47721,0.24,0.6
47722,0.66,0.89
47723,0.02,0.4833333333333333
47724,0.13,0.3242857142857143
47725,0.4683333333333334,0.37
47726,0.05,0.19
47727,0.16,0.89
47728,0.21,0.44
47729,0.9,0.77
47730,0.15,0.29
47731,0.05,0.2
47732,0.45,0.55
47733,0.29,0.48
47734,0.18,0.48
47735,0.11,0.3666666666666667
47736,0.12,0.08
47737,0.08,0.17
47738,0.02,0.18
47739,0.49,0.7
47740,0.12,0.13
47741,0.72,0.87
47742,0.04,0.67
47743,0.18,0.41
47744,0.26,0.2
47745,0.37,0.65
47746,0.41,0.65
47747,0.62,0.83
47748,0.93,0.95
47749,0.02,0.26
47750,0.41,0.41
47751,0.77,0.95
47752,0.52,0.72
47753,0.03,0.05
47754,0.64,0.85
47755,0.29,0.94
47756,0.73,0.7933333333333333
47757,0.12,0.84
47758,0.5166666666666666,0.73
47759,0.31,0.26666666666666666
47760,0.04,0.21
47761,0.16,0.93
47762,0.03,0.04
47763,0.43,0.65
47764,0.01,0.05
47765,0.35,0.493
47766,0.4,0.29083333333333333
47767,0.07,0.86
47768,0.43,0.36
47769,0.3325,0.66
47770,0.64,0.97
47771,0.04,0.25
47772,0.09,0.54
47773,0.02,0.34
47774,0.01,0.03
47775,0.09,0.12
47776,0.65,0.74
47777,0.03,0.05916666666666666
47778,0.05,0.29
47779,0.11,0.22
47780,0.52,0.68
47781,0.03,0.08
47782,0.15,0.12
47783,0.27,0.49
47784,0.012,0.12
47785,0.03,0.44
47786,0.4575,0.42
47787,0.14,0.1
47788,0.08,0.46
47789,0.6,0.88
47790,0.11,0.98
47791,0.7659999999999999,0.61
47792,0.04,0.06
47793,0.22,0.76
47794,0.0925,0.14
47795,0.08,0.6
47796,0.06,0.66
47797,0.27,0.91
47798,0.34,0.14
47799,0.11,0.17
47800,0.09,0.46
47801,0.09,0.17
47802,0.49,0.63
47803,0.03,0.33
47804,0.23,0.188
47805,0.03,0.05
47806,0.03,0.12
47807,0.38,0.52
47808,0.35,0.465
47809,0.94,0.98
47810,0.21050000000000002,0.81
47811,0.6,0.79
47812,0.02,0.92
47813,0.18,0.42
47814,0.04,0.04
47815,0.1875,0.3
47816,0.39,0.57
47817,0.01,0.03
47818,0.19,0.42
47819,0.8,0.16
47820,0.04,0.42
47821,0.6,0.21
47822,0.07,0.86
47823,0.15,0.18
47824,0.12,0.79
47825,0.04,0.13
47826,0.391,0.79
47827,0.9,0.71
47828,0.09,0.42
47829,0.0,0.1
47830,0.03,0.45
47831,0.07,0.22
47832,0.07,0.02
47833,0.2333333333333333,0.63
47834,0.055,0.69
47835,0.03,0.18333333333333332
47836,0.14,0.11
47837,0.11,0.3557142857142857
47838,0.08,0.552
47839,0.01,0.62
47840,0.15,0.84
47841,0.05,0.07
47842,0.09,0.22
47843,0.26,0.19
47844,0.4,0.93
47845,0.105,0.21
47846,0.07,0.56
47847,0.86,1.0
47848,0.2875,0.89
47849,0.03,0.03
47850,0.5,0.45
47851,0.8566666666666667,0.8546666666666667
47852,0.01,0.48
47853,0.92,0.93
47854,0.06,0.94
47855,0.01,0.07
47856,0.02,0.03
47857,0.53,0.52
47858,0.13,0.71
47859,0.40666666666666673,0.6283333333333333
47860,0.08,0.28
47861,0.0,0.44
47862,0.0,0.0
47863,0.1,0.445
47864,0.04,0.05
47865,0.5,0.57
47866,0.01,0.34
47867,0.03,0.06
47868,0.17,0.53
47869,0.22,0.44
47870,0.14,0.15
47871,0.53,0.59
47872,0.52,0.77
47873,0.0,0.09
47874,0.16,0.97
47875,0.47,0.69
47876,0.04,0.32
47877,0.07,0.05
47878,0.0,0.03
47879,0.32,0.83
47880,0.15,0.93
47881,0.04,0.28
47882,0.46,0.2833333333333334
47883,0.07,0.02
47884,0.11,0.51
47885,0.17,0.53
47886,0.04,0.39
47887,0.09,0.43
47888,0.02,0.18283333333333332
47889,0.16,0.34
47890,0.27,0.56
47891,0.13,0.68
47892,0.35,0.54
47893,0.02,0.055
47894,0.04,0.26
47895,0.05,0.98
47896,0.06,0.17
47897,0.21,0.5
47898,0.36,0.2
47899,0.48,0.25
47900,0.1,0.19066666666666665
47901,0.16,0.25
47902,0.0,0.28
47903,0.562,0.75
47904,0.2,0.925
47905,0.52,0.52
47906,0.11,0.34
47907,0.09,0.79
47908,0.51,0.5
47909,0.18,0.905
47910,0.22,0.31
47911,0.25,0.51
47912,0.04,0.9
47913,0.17,0.21
47914,0.09,0.01
47915,0.06,0.54
47916,0.1225,0.21
47917,0.26,0.27
47918,0.0,0.07
47919,0.1,0.33
47920,0.11,0.31
47921,0.05,0.07
47922,0.16,0.21
47923,0.10333333333333332,0.72
47924,0.21,0.99
47925,0.11,0.93
47926,0.05,0.98
47927,0.03,0.2
47928,0.85,0.92
47929,0.1,0.7666666666666666
47930,0.02,0.515
47931,0.01,0.1
47932,0.11,0.27
47933,0.13,0.3
47934,0.14,0.28
47935,0.82,0.82
47936,0.89,0.92
47937,0.73,0.74
47938,0.08,0.7
47939,0.32,0.77
47940,0.67,0.93
47941,0.07,0.51
47942,0.0,0.29333333333333333
47943,0.204,0.3
47944,0.21,0.65
47945,0.15,0.352
47946,0.84,0.85
47947,0.09,0.78
47948,0.06,0.81
47949,0.08,0.79
47950,0.7183333333333334,0.89
47951,0.01,0.11
47952,0.04,0.0
47953,0.12,0.33
47954,0.1,0.86
47955,0.3,0.54
47956,0.8866666666666667,0.96
47957,0.1,0.22
47958,0.17,0.56
47959,0.23,0.84
47960,0.13,0.48
47961,0.84,0.47
47962,0.425,0.59
47963,0.06,0.56
47964,0.165,0.145
47965,0.5,0.47
47966,0.09,0.6545000000000001
47967,0.01,0.95
47968,0.18,0.37
47969,0.6333333333333333,0.02
47970,0.11,0.53
47971,0.18083333333333335,0.36
47972,0.05,0.7
47973,0.17,0.41
47974,0.32,0.57
47975,0.14,0.4
47976,0.18,0.17
47977,0.24,0.63
47978,0.07,0.56
47979,0.0,0.02
47980,0.55,0.86
47981,0.1,0.46
47982,0.19,0.1
47983,0.01,0.05
47984,0.01,0.06
47985,0.02,0.07
47986,0.04,0.24
47987,0.0,0.06
47988,0.7933333333333333,0.89
47989,0.02,0.08
47990,0.28,0.24
47991,0.45,0.69
47992,0.41,0.34
47993,0.07,0.66
47994,0.38,0.56
47995,0.5525,0.92
47996,0.86,0.92
47997,0.0,0.0
47998,0.95,0.93
47999,0.2,0.87
48000,0.27,0.17
48001,0.39,0.77
48002,0.24,0.26
48003,0.08,0.89
48004,0.22,0.125
48005,0.46,0.36
48006,0.19,0.44
48007,0.37666666666666665,0.42
48008,0.55,0.87
48009,0.05,0.2
48010,0.2925,0.5666666666666668
48011,0.01,0.31
48012,0.46,0.88
48013,0.19,0.1
48014,0.55,0.4
48015,0.06,0.03
48016,0.22,0.35
48017,0.03,0.1
48018,0.52,0.87
48019,0.5850000000000001,0.94
48020,0.33,0.8488333333333334
48021,0.19666666666666668,0.5233333333333333
48022,0.03,0.13666666666666666
48023,0.05,0.05
48024,0.14,0.89
48025,0.02,0.46
48026,0.1575,0.26
48027,0.08,0.27
48028,0.14,0.26
48029,0.07,0.43
48030,0.5625,0.82
48031,0.165,0.21
48032,0.08,0.5
48033,0.04,0.13916666666666666
48034,0.2,0.23
48035,0.02,0.18
48036,0.0,0.07
48037,0.02,0.72
48038,0.52,0.76725
48039,0.11,0.95
48040,0.3,0.87
48041,0.8859999999999999,0.71
48042,0.0,0.34
48043,0.1,0.52
48044,0.5566666666666668,0.82
48045,0.35,0.37
48046,0.06,0.15
48047,0.04,0.96
48048,0.15,0.5
48049,0.01,0.63
48050,0.21666666666666667,0.88
48051,0.2,0.3625
48052,0.04,0.16
48053,0.82,0.9933333333333333
48054,0.3,0.19
48055,0.07,0.67
48056,0.57,0.87
48057,0.38,0.07
48058,0.08,0.8
48059,0.21,0.27
48060,0.87,0.95
48061,0.05,0.52
48062,0.23,0.7
48063,0.14,0.5
48064,0.04,0.615
48065,0.03,0.05
48066,0.11,0.2
48067,0.02,0.08
48068,0.58,0.85
48069,0.27,0.785
48070,0.15,0.86
48071,0.17,0.66
48072,0.02,0.05
48073,0.33166666666666667,0.53
48074,0.6435714285714286,0.75
48075,0.07,0.81
48076,0.61,0.63
48077,0.12,0.36
48078,0.03,0.06
48079,0.0,0.3025
48080,0.07,0.69
48081,0.12,0.97
48082,0.165,0.56
48083,0.22,0.59
48084,0.61,0.5
48085,0.03,0.16
48086,0.06,0.09
48087,0.165,0.6
48088,0.24,0.07
48089,0.13,0.94
48090,0.12,0.32
48091,0.36,0.81
48092,0.32,0.12
48093,0.3,0.66
48094,0.1,0.32
48095,0.88,0.91
48096,0.17,0.61
48097,0.07,0.94
48098,0.04,0.32
48099,0.24,0.32
48100,0.39,0.41
48101,0.2,0.42
48102,0.92,0.56
48103,0.12,0.24
48104,0.24,0.62125
48105,0.05,0.96
48106,0.46,0.54
48107,0.65,0.5
48108,0.01,0.11666666666666665
48109,0.33,0.34
48110,0.03,0.9
48111,0.27,0.61
48112,0.11,0.08
48113,0.42,0.655
48114,0.15,0.33
48115,0.29,0.93
48116,0.08,0.42
48117,0.08,0.12
48118,0.1,0.58
48119,0.33,0.51
48120,0.18,0.74
48121,0.09,0.1
48122,0.07,0.81
48123,0.0,0.08
48124,0.07,0.3525
48125,0.25,0.56
48126,0.07,0.19
48127,0.03,0.15
48128,0.24,0.81
48129,0.11,0.38
48130,0.66,0.91
48131,0.27,0.63
48132,0.05,0.03
48133,0.25,0.33
48134,0.13,0.88
48135,0.754,0.94
48136,0.94,0.91
48137,0.35,0.9
48138,0.04,0.151
48139,0.43,0.91
48140,0.09,0.14
48141,0.08,0.21
48142,0.64,0.76
48143,0.06,0.6
48144,0.93,0.9
48145,0.35,0.22
48146,0.33,0.65
48147,0.16,0.62
48148,0.02,0.52
48149,0.01,0.13
48150,0.64,0.43
48151,0.41,0.46
48152,0.06,0.10883333333333332
48153,0.38,0.66
48154,0.22,0.39
48155,0.5975,0.87
48156,0.0175,0.2
48157,0.115,0.25
48158,0.22,0.59
48159,0.27,0.23
48160,0.0,0.0
48161,0.06,0.2
48162,0.76,0.88
48163,0.01,0.14
48164,0.3,0.39
48165,0.64,0.35
48166,0.02,0.23
48167,0.76,0.87
48168,0.57,0.64
48169,0.01,0.14083333333333334
48170,0.15,0.31
48171,0.09,0.78
48172,0.16,0.32
48173,0.4,0.4
48174,0.16,0.36
48175,0.02,0.24
48176,0.03,0.11
48177,0.86,0.8
48178,0.36,0.7
48179,0.0,0.06
48180,0.11,0.40666666666666673
48181,0.1,0.29
48182,0.03,0.40333333333333327
48183,0.05,0.25
48184,0.04,0.03
48185,0.22,0.84
48186,0.84,0.93
48187,0.23,0.69
48188,0.08,0.47
48189,0.12,0.27
48190,0.04,0.12
48191,0.84,0.95
48192,0.49,0.66
48193,0.01,0.09
48194,0.23,0.49
48195,0.09,0.23
48196,0.08,0.28
48197,0.21,0.9
48198,0.11333333333333334,0.35
48199,0.39,0.4075
48200,0.03,0.17
48201,0.2,0.73
